name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,2020-06-24,31.9,21.5,24.8,33.9,21.5,25.3,20.9,80.8,32.49,100,66.67,rain,,,,15.7,261.3,,67.4,6.1,231.7,20,8,,2020-06-24T05:55:33,2020-06-24T18:48:47,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-06-25,29.9,21,24.3,32.4,21,25,21,83.6,52.84,100,75,rain,,,,16.6,233.3,,58.1,6,139.9,12,5,,2020-06-25T05:55:47,2020-06-25T18:48:58,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-06-26,29.9,20.4,24.4,32.4,20.4,24.9,20.9,82.5,17.7,100,29.17,rain,,,,11.2,281.8,,56.8,6.8,202.8,17.5,7,,2020-06-26T05:56:02,2020-06-26T18:49:08,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-06-27,28.9,21.2,24.9,31.3,21.2,25.6,21.3,81.5,13.8,100,41.67,rain,,,,14.7,239.9,,53.2,7.1,183.4,16,6,,2020-06-27T05:56:17,2020-06-27T18:49:18,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-06-28,29.9,21.5,25.3,32.4,21.5,26,21.5,80.7,10.3,100,66.67,rain,,,,18.5,270.2,,63.8,6.5,163.4,14.2,5,,2020-06-28T05:56:32,2020-06-28T18:49:27,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-06-29,28.9,12.4,24.6,31.9,12.4,25.3,21.5,82.1,2,100,45.83,rain,,,,21.3,251,,66.4,7.1,124.7,10.7,4,,2020-06-29T05:56:48,2020-06-29T18:49:35,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-06-30,29.9,21.1,25.2,31.8,21.1,25.8,20.9,78.9,4,100,20.83,rain,,,,16.9,274.2,,63.7,6.6,204.8,17.7,8,,2020-06-30T05:57:04,2020-06-30T18:49:42,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-01,29,21.5,25.1,31.3,21.5,25.8,20.5,76.8,0,0,0,,,,,22.5,256.3,,51.7,7.2,195.4,16.9,8,,2020-07-01T05:57:20,2020-07-01T18:49:49,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-02,26.9,21.7,23.3,28.7,21.7,23.3,21.2,88.8,11.69,100,41.67,rain,,,,22.3,250.4,,68.4,5.9,156.6,13.6,6,,2020-07-02T05:57:36,2020-07-02T18:49:56,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-03,28.9,20.4,23.4,30.7,20.4,23.6,20.7,86.5,14.7,100,50,rain,,,35.3,27.6,264.8,,70.2,5.9,142.3,12.4,5,,2020-07-03T05:57:52,2020-07-03T18:50:01,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-04,27.9,20.2,24,30.5,20.2,24.4,20.6,82.4,3,100,41.67,rain,,,,27.8,267.9,,71.6,5.9,265.4,22.9,9,,2020-07-04T05:58:09,2020-07-04T18:50:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-05,28,21.4,23.8,30.5,21.4,24,21.2,85.7,1.4,100,25,rain,,,,22.4,248.4,,65.7,6.1,185.9,16.1,6,,2020-07-05T05:58:25,2020-07-05T18:50:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-06,27,21,23.6,28.8,21,23.8,20.6,83.7,0.1,100,4.17,rain,,,40.7,25.7,244.8,,63.9,6.3,215.6,18.5,7,,2020-07-06T05:58:42,2020-07-06T18:50:13,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-07,28.9,21,24.1,31.2,21,24.6,20.7,82.4,7.3,100,12.5,rain,,,,24.2,249.6,,64.5,6.6,192.6,16.5,7,,2020-07-07T05:58:59,2020-07-07T18:50:15,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-08,29.9,20.7,23.9,32.4,20.7,24.4,21,85,26.22,100,62.5,rain,,,,22.3,246,,69.3,6.2,130.5,11.2,5,,2020-07-08T05:59:16,2020-07-08T18:50:17,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-09,29,20.6,24,31.8,20.6,24.5,21.1,85.1,27.53,100,75,rain,,,,20.5,251.3,,67,6.4,138.7,11.8,5,,2020-07-09T05:59:32,2020-07-09T18:50:18,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-10,27.9,21,23.7,30,21,23.9,21.1,86.7,21.7,100,33.33,rain,,,170.6,22.2,244.8,,67.4,5.3,217,18.8,7,,2020-07-10T05:59:49,2020-07-10T18:50:18,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-11,29,21,25,31.2,21,25.6,20.5,77.7,0.3,100,12.5,rain,,,,22.1,248.8,,59.9,6.8,154.1,13.3,5,,2020-07-11T06:00:06,2020-07-11T18:50:17,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-12,30,21.4,25.2,31.8,21.4,25.7,20.6,77.4,1.1,100,37.5,rain,,,,25.8,257.1,,60.6,6.7,215,18.5,7,,2020-07-12T06:00:23,2020-07-12T18:50:15,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-13,29.9,22,25,31.8,22,25.5,20.6,77.7,0.3,100,12.5,rain,,,,15,257,,58.9,6.7,137.1,11.9,4,,2020-07-13T06:00:39,2020-07-13T18:50:12,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-14,26.9,21.9,24.1,28.7,21.9,24.4,20.9,83,0,0,0,,,,,18.4,267.7,,67.6,6.2,126,10.7,4,,2020-07-14T06:00:56,2020-07-14T18:50:09,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-15,26,21,23,26,21,23,21.2,90.6,8.28,100,41.67,rain,,,,20.6,246.2,,71.1,5.7,175.2,15,6,,2020-07-15T06:01:12,2020-07-15T18:50:05,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-16,26,21,22.5,26,21,22.5,21.3,93.6,15.06,100,50,rain,,,,18.6,237.1,,75.7,4.4,182.9,15.6,6,,2020-07-16T06:01:28,2020-07-16T18:49:59,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-17,26,20.7,22.9,26,20.7,22.9,21,89.8,1,100,8.33,rain,,,,27.8,234.7,,72.7,5.8,151.9,13.3,5,,2020-07-17T06:01:45,2020-07-17T18:49:53,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-18,27.9,21,23.8,30,21,24.2,21.1,85.9,2.8,100,29.17,rain,,,,17.4,252.5,,69.6,6.3,211.2,18.1,8,,2020-07-18T06:02:01,2020-07-18T18:49:46,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-19,29.9,21.6,24.7,32.4,21.6,25.3,21.8,85.6,8.8,100,70.83,rain,,,,13,227.7,,69.2,6.2,188.5,16.3,7,,2020-07-19T06:02:16,2020-07-19T18:49:38,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-20,29.9,20.1,23.8,33.1,20.1,24.1,21.8,89.7,34.73,100,83.33,rain,,,,22.2,196.9,,66.9,5.9,171.1,14.8,6,,2020-07-20T06:02:32,2020-07-20T18:49:30,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-21,30.9,19.2,24.9,32.4,19.2,25.6,20.6,79,5.5,100,16.67,rain,,,,21.4,223.6,,46.1,7.8,198.8,17.3,6,,2020-07-21T06:02:47,2020-07-21T18:49:20,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-22,30.9,22,26.2,32.9,22,27,21.3,76.6,1.3,100,29.17,rain,,,,13,154,,47.3,6.5,179.9,15.5,7,,2020-07-22T06:03:02,2020-07-22T18:49:09,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-23,30.1,21.9,25.3,34.7,21.9,26.1,21.6,81.7,13.61,100,75,rain,,,,11,186.5,,61.6,5.7,88,7.8,3,,2020-07-23T06:03:17,2020-07-23T18:48:58,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-24,27,21,24.1,29.1,21,24.5,21.3,84.8,5.6,100,25,rain,,,,11.4,237.8,,64.5,6.4,168,14.3,6,,2020-07-24T06:03:32,2020-07-24T18:48:45,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-25,29.9,20.9,24.3,31.2,20.9,24.6,20.4,80.5,6.13,100,37.5,rain,,,,22.2,255.5,,59.8,7.3,156.3,13.5,6,,2020-07-25T06:03:46,2020-07-25T18:48:32,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-26,28.9,20.4,24.1,30.6,20.4,24.5,20.1,79.7,4.02,100,16.67,rain,,,,21.4,247.5,,60.6,7.2,178.9,15.4,6,,2020-07-26T06:04:00,2020-07-26T18:48:18,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-27,29,20.4,24.1,30.7,20.4,24.6,20.5,81.6,2.99,100,25,rain,,,35.3,18.5,253.3,,52.5,6.4,210.5,18,7,,2020-07-27T06:04:14,2020-07-27T18:48:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-28,29.9,20.9,24.8,31.8,20.9,25.4,20.6,79.5,5.32,100,54.17,rain,,,,16.6,260.4,,55.7,6.4,209.4,18.1,9,,2020-07-28T06:04:27,2020-07-28T18:47:47,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-29,26.9,21.9,23.6,29,21.9,23.8,22,91.3,15.74,100,37.5,rain,,,,17.8,283.4,,65.9,5.7,69.3,6,2,,2020-07-29T06:04:40,2020-07-29T18:47:30,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-30,28.9,21.1,24,31.3,21.1,24.5,21.3,85.8,5.77,100,62.5,rain,,,,14.8,252,,65.3,6.7,127.2,11,5,,2020-07-30T06:04:53,2020-07-30T18:47:12,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-07-31,30.9,21.7,24.5,33.5,21.7,25,21.3,83.9,1.6,100,25,rain,,,,16.6,249.3,,64,7,171.1,14.7,7,,2020-07-31T06:05:05,2020-07-31T18:46:53,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-01,28.9,21,23.7,31.2,21,24.1,21.3,87.6,13.21,100,75,rain,,,,18.5,261.8,,62.8,6.3,166.3,14.2,6,,2020-08-01T06:05:17,2020-08-01T18:46:34,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-02,29,21.1,23.8,31.2,21.1,24.1,20.8,85.1,5.3,100,58.33,rain,,,,27.9,245.7,,69.4,6.3,109.9,9.5,4,,2020-08-02T06:05:29,2020-08-02T18:46:14,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-03,26.9,20.4,23.3,28.7,20.4,23.4,20.8,86.6,1.6,100,37.5,rain,,,183.6,27.7,245,,67.4,6.1,194.5,16.8,7,,2020-08-03T06:05:40,2020-08-03T18:45:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-04,25,21.1,22.6,25,21.1,22.6,20.5,88.2,3.51,100,66.67,rain,,,55.4,36.2,260.6,,67.7,5.9,218.7,19,8,,2020-08-04T06:05:51,2020-08-04T18:45:30,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-05,26,20.1,22.5,26,20.1,22.5,20.4,88.2,3.23,100,45.83,rain,,,51.8,29.9,258.3,,70.7,5.4,172.3,14.7,5,,2020-08-05T06:06:02,2020-08-05T18:45:08,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-06,28.9,20.9,24.2,31.9,20.9,24.7,21.1,84.2,1,100,37.5,rain,,,42.5,26.8,253,,67.3,6.2,246.8,21.5,8,,2020-08-06T06:06:12,2020-08-06T18:44:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-07,28,21.4,24.3,30.6,21.4,24.8,21.2,83.5,0,0,0,,,,51.8,29.7,242.9,,63.2,6.2,224.3,19.3,8,,2020-08-07T06:06:22,2020-08-07T18:44:19,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-08,28.9,20.4,23.7,31.2,20.4,24.2,21.1,86.2,4.1,100,45.83,rain,,,,26,249.1,,70.4,6.2,203.4,17.5,8,,2020-08-08T06:06:31,2020-08-08T18:43:54,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-09,26.9,20.4,22.6,28.7,20.4,22.7,20.7,89.6,12.31,100,75,rain,,,,20.7,255.1,,65,5.4,150.7,12.9,5,,2020-08-09T06:06:40,2020-08-09T18:43:28,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-10,26,19.9,22.5,26,19.9,22.5,20.1,86.9,5.17,100,12.5,rain,,,,26,260.8,,77,5.9,135.4,11.7,4,,2020-08-10T06:06:49,2020-08-10T18:43:01,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-11,28,20.9,23.2,30.1,20.9,23.4,21,88.2,9.19,100,41.67,rain,,,,19.5,246.2,,71.2,6.1,185.8,16,7,,2020-08-11T06:06:57,2020-08-11T18:42:34,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-12,27,21,23.8,28.8,21,24.1,20.3,81.6,0.2,100,8.33,rain,,,,24.4,244.8,,71.1,6.2,207.4,17.9,8,,2020-08-12T06:07:05,2020-08-12T18:42:05,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-13,28.9,21,24.1,30.7,21,24.4,19.8,78.6,0,0,0,,,,33.5,24.1,267.3,,60.1,6.5,184.2,15.8,6,,2020-08-13T06:07:13,2020-08-13T18:41:36,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-14,26.9,20.4,23.3,28.4,20.4,23.3,20,82.6,0,0,0,,,,,24.3,258.3,,67.2,6.3,234.7,20.2,8,,2020-08-14T06:07:20,2020-08-14T18:41:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-15,26.9,20.7,23,28.4,20.7,23,19.6,82,0,0,0,,,,,26.1,239.8,,69.6,6,198.2,17.2,6,,2020-08-15T06:07:27,2020-08-15T18:40:36,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-16,24.9,20,22.2,24.9,20,22.2,20,87.5,8.94,100,4.17,rain,,,,24,246.8,,74.3,5.3,215.5,18.6,9,,2020-08-16T06:07:33,2020-08-16T18:40:05,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-17,26,20,22.5,26,20,22.5,20.9,91.3,0.5,100,20.83,rain,,,,18.7,253.4,,69.9,5.7,227.6,19.8,7,,2020-08-17T06:07:39,2020-08-17T18:39:33,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-18,26.9,21,23.4,28.7,21,23.7,20.5,84.5,0.1,100,4.17,rain,,,,20.6,253.9,,64.5,6.3,237.6,20.4,9,,2020-08-18T06:07:45,2020-08-18T18:39:00,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-19,27.9,20,23.5,30,20,23.8,20.4,83.4,0.4,100,16.67,rain,,,,22.3,247.3,,61.5,5.8,176.5,15.1,7,,2020-08-19T06:07:51,2020-08-19T18:38:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-20,26.9,21,23.4,28.7,21,23.5,20.6,84.7,0,0,0,,,,,16.7,249.1,,68.5,6.5,183.6,15.9,6,,2020-08-20T06:07:56,2020-08-20T18:37:54,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-21,28.9,21,24.3,30.7,21,24.9,20.7,81.6,0,0,0,,,,,18.5,253,,59.1,5.9,229,19.7,8,,2020-08-21T06:08:01,2020-08-21T18:37:19,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-22,29.9,21,24.8,33.1,21,25.6,21.3,82.5,20.61,100,45.83,rain,,,,14.8,255.2,,55.7,6.4,194.6,16.8,7,,2020-08-22T06:08:05,2020-08-22T18:36:44,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-23,28.9,21.2,24.6,31.2,21.2,25.1,21.3,83.4,7.78,100,45.83,rain,,,,16.6,264.8,,68.6,6.2,175.7,15.1,6,,2020-08-23T06:08:09,2020-08-23T18:36:09,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-24,29,21.4,24.7,31.2,21.4,25.2,21.2,82.2,8.5,100,37.5,rain,,,,12.1,242,,66.2,6.8,184.4,16,7,,2020-08-24T06:08:13,2020-08-24T18:35:33,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-25,29.9,20.9,25.3,30.7,20.9,25.7,19.5,72.5,0,0,0,,,,,16.6,198.2,,47.9,6.8,175.4,15.1,6,,2020-08-25T06:08:16,2020-08-25T18:34:56,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-26,29.9,22,25.6,31.8,22,26.2,20.3,73.8,4.7,100,41.67,rain,,,,14.6,277.3,,55.9,6.1,147,12.9,6,,2020-08-26T06:08:20,2020-08-26T18:34:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-27,28.9,21.4,24.7,30.6,21.4,25,19.4,74.1,0.2,100,8.33,rain,,,,14.8,259,,53.5,6.5,168.9,14.4,7,,2020-08-27T06:08:23,2020-08-27T18:33:42,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-28,30.9,20,25.4,31.2,20,25.6,18.4,68.1,0,0,0,,,,,13,263.1,,40.7,6.6,252.3,21.9,10,,2020-08-28T06:08:25,2020-08-28T18:33:04,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-29,31,20.9,25.9,31.3,20.9,26.3,18.8,67.2,0,0,0,,,,,14.8,270.9,,47.5,6.4,209,18.1,7,,2020-08-29T06:08:28,2020-08-29T18:32:25,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-30,31.9,21.5,26.1,34,21.5,26.8,19.9,71,6.1,100,41.67,rain,,,,20.7,258.2,,56.9,6.8,183.2,15.9,7,,2020-08-30T06:08:30,2020-08-30T18:31:47,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-08-31,29,20.1,24.9,32,20.1,25.6,20.7,79.6,41.18,100,50,rain,,,,14.4,270,,66.9,6.1,143.9,12.4,6,,2020-08-31T06:08:32,2020-08-31T18:31:07,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-01,28.9,21,24.3,31.3,21,24.7,21.1,83.9,11.46,100,45.83,rain,,,50,16.8,204.9,,66.1,6.7,85.6,7.2,3,,2020-09-01T06:08:33,2020-09-01T18:30:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-02,26.8,20,23,28.4,20,23.1,21.3,90.9,45.02,100,83.33,rain,,,,14.3,201,,65.6,5.1,87.6,7.4,3,,2020-09-02T06:08:35,2020-09-02T18:29:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-03,28.9,20.9,24,31.3,20.9,24.5,21.3,86.7,23.78,100,75,rain,,,,12.8,83.6,,61,5.7,177.1,15.3,7,,2020-09-03T06:08:36,2020-09-03T18:29:07,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-09-04,29.9,21.4,25.3,32.4,21.4,26,21.1,79.5,1.8,100,66.67,rain,,,,11.3,76,,61.1,6.3,220.1,19.1,7,,2020-09-04T06:08:37,2020-09-04T18:28:27,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-05,28.9,22,25.3,31.9,22,26.2,22.2,83.8,2.1,100,25,rain,,,,8,75.1,,60.7,5.2,213.2,18.3,7,,2020-09-05T06:08:38,2020-09-05T18:27:46,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-06,30.9,22,25.7,34.3,22,26.6,21.8,80.6,1.4,100,41.67,rain,,,,11.5,91.5,,57.7,5.2,153.3,13.2,5,,2020-09-06T06:08:39,2020-09-06T18:27:05,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-07,29.9,21,24.8,32.4,21,25.4,20.7,79.4,6.91,100,50,rain,,,,18.4,207.5,,56.5,6.2,158.5,13.9,6,,2020-09-07T06:08:40,2020-09-07T18:26:23,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
